news,Date,Adj Close1,Adj Close
"Angel Broking has come out with its June quarterly earning estimates for banking sector. The research firm expects margins to come under pressure in 1...#Business conglomerate Tata group's investment arm has acquired fresh shares of at least two banks, Bank of Baroda and Andhra Bank, and has increased i...",2012-09-20,105.529991,-0.0499850931
"Led by state-run banks which are set to report increased strains on asset quality, the banking sector is set to see profits decline by 11% in Q1 seque...#Dolat Capital has come with its June quarterly earning estimates for banking sector. According to the research firm, banks are likely to post 27% YoY ...",2012-09-18,106.511795,0.0093035543
"Prabhudas Lilladher has come with its June quarterly earning estimates for banking & financial services sector. According to the research firm, Q1FY13...",2012-10-09,105.092171,-0.0133283267
"PNB Q1 results on July 27, 2012...",2012-04-09,104.565559,-0.0050109537
"Shardul Kulkarni, Angel Broking view on Punjab National Bank, State Bank of India....#Jitendra Panda, Future Capital is of the view that PNB may see correction....#On CNBC-TV18's show Super Six, market gurus Vishal Malkan of www.malkansview.com, Shardul Kulkarni of Angel Broking and Arunesh Madan, Founder and Dir...",2012-03-09,109.895668,0.0509738489
"On CNBC-TV18's show Super Six, market gurus Vishal Malkan of www.malkansview.com, Shardul Kulkarni of Angel Broking and Arunesh Madan, Founder and Dir...",2012-08-29,88.381699,-0.1957672162
"In an interview with CNBC-TV18, Rakesh Sethi, ED of Punjab National Bank said they will review lending rates when deposit rates come down. According t...#Devangshu Datta, Consulting Editor, Business Standard is of the view that, one can short Bank of Baroda (BOB), Punjab National Bank (PNB), Union Bank ...#Vaibhav Agrawal, Banking Analyst at Angel Broking gives his opinion on the first quarter results of banks in an interview with CNBC-TV18. Agrawal feel...#State-owned lender Punjab National Bank's (PNB) net profit increased lower than expected 12.76% year-on-year to Rs 1,246 crore in the quarter ended Ma...#Vaibhav Agrawal of Angel Broking feels, Punjab National Bank (PNB), just like other public sector undertakings have reported an increase in gross and ...",2012-08-28,89.668655,0.0145613404
Prabhudas Lilladher is bullish on Punjab National Bank (PNB) and has recommended accumulate rating on the stock with a target of Rs 850 in its July 27...,2012-08-13,95.413498,0.0640674604
State Bank of India (SBI) today lowered interest rates on domestic term deposits of maturity of five years and more by 0.25% to 8.50%....#PNB revises rate of interest on term deposit...,2012-10-08,105.662674,0.1074185122
"Aviation companies owe Rs 40,621 crore to banks as on June 2012, of which the outstanding loan by country's largest lender SBI is over Rs 5,000 crore....",2012-08-08,98.365532,-0.0690607357
Public sector Punjab National Bank (PNB) today ruled out any reduction in lending rates for now in the wake of high inflation and increased cost of fu...#Punjab National Bank (PNB) on Thursday ruled out any reduction in lending rates for now in the wake of high inflation and increased cost of funds....,2012-06-08,89.734169,-0.0877478404
"SP Tulsian, sptulsian.com is positive on SBI, PNB and BOB....",2012-02-08,112.53492,0.2540921842
The role of a factoring business is yet to gain ground in India wherein small and medium enterprises (SMEs) struggle to get funding support from banks...,2012-07-30,96.932632,-0.1386439694
"SP Tulsian, sptulsian.com is expecting bounce back or may be a sharp upmove of 5-8% in September series in all PSU banking stocks like PNB and BOB....#Short Punjab National Bank (PNB), says Sudarshan Sukhani of s2analytics.com. PNB is at new lows. The chances are that it will go much lower before it ...#Interest rates on retail offerings including home, auto, education and personal loans are likely to see some moderation. Some banks have already slash...",2012-07-27,94.843002,-0.0215575494
"Punjab National Bank (PNB) can test Rs 800 in about four-five months with very limited downside, says SP Tulsian, sptulsian.com. They have the highest...#SP Tulsian, sptulsian.com has picked Punjab National Bank and Brigade Enterprises as his multibaggers for the day....",2012-07-20,108.714211,0.1462544279
State-owned Punjab National Bank (PNB) today slashed interest rates on home loan and car loans by up to 0.5%....,2012-07-19,109.284714,0.0052477316
"State-owned Dena Bank today announced reduction in interest rates on car and education loans by up to 2%....#State-owned Indian Bank has reduced interest rates on home and car loans by up to 0.5% to increase disbursements in these segments....#Goldman Sachs has upgraded Indian banks to ""neutral"" from ""cautious"" citing favourable risk/reward in public sector bank stock prices, as the gap betw...",2012-07-16,113.125671,0.0351463335
"PNB and PFC are the top picks in banking and power space, says SP Tulsian, sptulsian.com....",2012-09-07,90.650452,-0.1986747906
Shares of public sector banks and power generation companies have been running up in the past week on hopes that the cabinet is close to agreeing on a...,2012-02-07,112.775894,0.2440742601
"SP Tulsian, sptulsian.com advice traders to enter in PFC and REC at lower levels....#Mehraboon Irani of Nirmal Bang Securities told CNBC-TV18, the restructuring plan was the need of the hour, but critics may claim it as a one-time sett...",2012-06-26,103.619476,-0.0811912695
"Buying opportunity is seen in HDIL, says Sudarshan Sukhani, s2analytics.com....#SP Tulsian of sptulsian.com, says that continuously, cement has been the most liking sector. In last 45 days, ACC and Ambuja Cement have been moving i...",2012-06-19,99.433563,-0.0403969713
Vijay Mallya owned Kingfisher Airlines failed to assure its lenders with any 'concrete' solution for repayment of debt in a meeting held on Thursday. ...,2012-06-18,100.866463,0.0144106271
"In a bid to ensure enough credit in agriculture sector, the government decided to give interest subsidy of 2% a year to all state owned banks for farm...",2012-06-13,93.42337,-0.0737915535
"SP Tulsian of sptulsian.com, says that post monsoon, things are turning out to be good for the cement stocks. In this monsoon season, the cement compa...",2012-12-06,109.191841,0.1687850802
"Biocon is likely to outperform, says Sudarshan Sukhani of s2analytics.com. It has been an excellent stock and willing to make new highs again....",2012-11-06,100.50161,-0.0795868164
"Manoj Murlidharan, AVP-Derivatives, IIFL advice traders to short Axis Bank and PNB....",2012-05-28,85.981865,-0.1444727602
"The debt-laden Kingfisher Airlines, which owes 17 banks about Rs 7,000 crore, does not pose any systemic risk, RBI Deputy Governor K C Chakrabarty sai...#In CNBC-TV18's popular show Bull's Eye, Aashish Tater of FortuneWizard.com shares trading strategy of the day....#Bull's Eye, CNBC-TV18's popular game show, where market experts come together to dish out trading strategies for you to make your week more exciting a...",2012-05-17,82.562309,-0.0397706656
"Dolat Capital has come with its September`12 quarterly earning estimates for financial sector. According to the research firm banks’ asset quality w...#Angel Broking has come with its September`12 quarterly earning estimates for banking sector. According to the research firm banking stocks remained un...#All listed companies will declare their results for the quarter ending September 30, 2012. In an interview to CNBC-TV18, Vaibhav Agrawal of Angel Brok...#Sell Punjab National Bank (PNB), says Sudarshan Sukhani of s2analytics.com....",2012-05-16,81.397606,-0.0141069577
"Bank of India can move to Rs 330, says Shardul Kulkarni, Angel Broking....#Ananda Bhoumik of India Ratings & Research however, does not feel that there is a likelihood of a ratings downgrade of banks at this stage. He acknowl...#Vijay Sarathi, banking analyst at Nomura India says for PSU banks incremental delinquencies will be at the same levels where they were in Q1 of FY13....",2012-05-14,83.061485,0.0204413751
"Motilal Oswal has come with its September quarterly earning estimates for Financials sector. According to the research firm, banking coverage universe...#The State Bank of India started reaping benefits of retail rate cuts and other freebies. Since it cut interest rates last August, the banking behemoth...#Emkay Global Financial Services has come with its September quarterly earning estimates for Banking and Financial Services sector. According to the re...",2012-12-05,108.0243,0.3005341766
"In this week's Know Your Investment, Aditya Damani, CFA, Director at KM Global Financial Services teams up with moneycontrol.com to help investors mak...",2012-10-05,108.674408,0.0060181644
"Sell SBI, PNB and Sesa Goa, says Sudarshan Sukhani, s2analytics.com....#In an interview to CNBC-TV18, Vaibhav Agrawal of Angel Broking analysed Axis Bank second quarter results. He also gave a preview of the other numbers ...",2012-09-05,88.739944,-0.1834329201
Stock-analyst SP Tulsian of sptulsian.com explains to CNBC-TV18 that the market will remain due to the Bank Nifty and advises investors to bet on Maru...,2012-07-05,112.196945,0.2643341875
In an interview to CNBC-TV18 Vaibhav Agrawal of Angel Broking reviews the financial performance of various banks in the second quarter....,2012-04-27,95.701149,-0.147025358
"Sudarshan Sukhani of s2analytics.com advice traders to avoid Punjab National Bank (PNB) at current levels....#SP Tulsian of sptulsian.com, says that PNB may disappoint the market due to fear of asset quality However, ICICI Bank may surprise the market with pos...",2012-10-04,110.46553,0.1542759011
"Even as Kingfisher lifted its lockout, questions remained over whether the lenders will restructure the beleaguered airline's over Rs 7,000 crore loan...#Sudarshan Sukhani of s2analytics.com advice traders to avoid Talwalkars Better and one can sell stocks like IOB, Bank of Baroda or PNB at current leve...#Shares in State Bank of India fall 1.2 percent on concerns of a potential increase in bad loans in the July-September quarter, after other state-run b...#Punjab National Bank came out with its Q2 results today. The bank’s net profit fell by 11.6 percent year-on-year to Rs 1,065 crore in Q2. The bank�...#Punjab National Bank (PNB) has support at Rs 700, says Vaibhav Agrawal of Angel Broking....#mindra Hazari of Nirmal Bang Securities believes an aggressive growth in its credit profile have resulted in PNB's declining profits. However, he is s...#India's second largest state-owned lender (in terms of total book size) Punjab National Bank's (PNB) second quarter (July-September) net profit fell n...#In an interview to CNBC-TV18, Sampath Kumar of IIFL Institutional Equities outlined his expectations from private sector lender ICICI Bank's second qu...#In CNBC-TV18's popular show Bull's Eye, Sharmila Joshi, sharmilajoshi.com shares trading strategy of the day....#Public sector lender Punjab National Bank's profit after tax is expected to remain flat at around Rs 1,218 crore in the second quarter of current fina...#Avoid Hexaware Technologies, says Sudarshan Sukhani of s2analytics.com....#Bull's Eye, CNBC-TV18's popular game show, where market experts come together to dish out trading strategies for you to make your week more exciting a...",2012-05-04,92.281609,-0.164611721
"Punjab National Bank's second quarter (July-September) net profit fell nearly 12% year-or-year to Rs 1,066 crore in 2012-13. Provisions against bad l...",2012-03-27,106.177773,0.1505843272
"In an interview to CNBC-TV18, Vaibhav Agrawal, Banking, Angel Broking reviewed the second quarter earnings of public sector lender Bank of India. The ...#In CNBC-TV18's popular show Bull's Eye, Aashish Tater, FortuneWizard.com shares trading strategy of the day....#Dolat Capital is bullish on Punjab National Bank (PNB) and has recommended accumulate rating on the stock with a target of Rs 892 in its October 29, 2...#Private sector banks like Axis Bank, Yes Bank and ICICI Bank have declared their second quarter results. Vishal Goyal, executive director of UBS Secur...#Bull's Eye, CNBC-TV18's popular game show, where market experts come together to dish out trading strategies for you to make your week more exciting a...",2012-03-26,104.577034,-0.0150760273
"Sudarshan Sukhani, s2analytics.com is of the view that one can short sell Bank of Baroda, Punjab National Bank. However, HDFC Bank is a good buy....#Motilal Oswal is bullish on Punjab National Bank (PNB) and has recommended buy rating on the stock with a target of Rs 830 in its October 29, 2012 res...#State Bank of India (SBI) and Punjab National Bank (PNB) may continue to show underperformance, says Siddharth Bhamre of Angel Broking....",2012-03-19,106.424507,0.0176661446
Emkay Global Financial Services is bearish on Punjab National Bank (PNB) and has recommended reduce rating on the stock with a target of Rs 610 in its...,2012-03-15,114.370911,0.0746670501
Angel Broking is bullish on Punjab National Bank (PNB) and has recommended accumulate rating on the stock with a target price of Rs 843 in its October...,2012-03-14,117.796181,0.0299487865
"India's largest lender the State Bank of India (SBI) will implement the cheque truncation system (CTS) 2010, the new standard of cheques as mandated b...",2012-12-03,103.891449,-0.118040601
Reliance Capital and Purvankara posted their results today. While Reliance Capital made a profit of over Rs 400 crore including the sale of 26 percen...,2012-07-03,110.0476,0.0592556082
Vijay Mallya will lose the controlling stake in United Spirits (USL) as Diageo Group has acquired a 53.4% state in the comapny for USD 2 billion. SP T...,2012-02-27,104.295883,-0.0522657196
"The 'muhurat' trading session will be conducted for 75 minutes tomorrow (Diwali day), both on the NSE and BSE. Moneycontrol.com got Vivek K. Negi, VP ...#Sell Punjab National Bank (PNB) and keep a tight stop loss. It is also important to see the context of the market. If the market were willing to go up...",2012-02-23,115.06514,0.1032567796
"In CNBC-TV18's popular show Bull's Eye, Aashish Tater of FortuneWizard.com shares trading strategy of the day....#Bull's Eye, CNBC-TV18's popular game show, where market experts come together to dish out trading strategies for you to make your week more exciting a...",2012-02-22,117.824867,0.0239840407
"SP Tulsian of sptulsian.com recommends investors to book their profits in Tata Coffee after the shares surged today. The stock hit Rs 1,557.70 on NSE....",2012-02-17,123.527916,0.048402762
"With the September quarter earnings season just concluded, analysts are now taking stock of the numbers, and the hits and misses....#As the market enters into another volatile week, here are some of cherry picked stocks by SP Tulsian of sptulsian.com. ...",2012-02-16,121.250153,-0.0184392571
"The Securities Appellate Tribunal (SAT) has directed Sebi to complete its probe against PNB Investment Services in an IPO matter within two months, fa...",2012-08-02,96.667282,-0.202745072
"The prospect of revival for the debt-ridden Suzlon Energy brightened. Finally, banks admitted the company's 11,000 crore loans in the corporate debt r...",2012-07-02,107.997765,0.117211147
PNB appoints M/s. Beetal Financial as new Share Transfer Agent...,2012-04-02,106.602364,-0.012920647
"The finance ministry, the majority stake holder in all state-owned banks, has directed all public sector lenders to strengthen their recovery process ...",2012-03-02,109.436684,0.0265877781
PNB revises interest rates on FCNR(B) deposits...,2012-02-02,109.333397,-0.000943806
"Punjab National Bank (PNB) may slip to Rs 695, says Jai Bala, cashthechaos.com....",2012-01-31,107.996559,-0.0122271697
"Buy Punjab National Bank (PNB), says Sudarshan Sukhani of s2analytics.com. It was in a trading range and now on the verge of breaking out of a trading...",2012-01-30,109.61454,0.0149817829
"Union Bank, Canara Bank and PNB are looking good at current levels, says Sudarshan Sukhani, s2analytics.com....",2012-01-25,114.858597,0.0478408886
"SBI and PNB are top picks, says Atul Badkar, Edelweiss Securities....",2012-01-24,115.047935,0.0016484443
"Sudarshan Sukhani, s2analytics.com is of the view that PNB is on the verge on moving above Rs 850, so one can buy this stock while one should not buy ...",2012-01-23,110.285812,-0.0413925117
"Credit ratings agency Moody's lowered the rating outlook of Punjab National Bank, Bank of Baroda and Canara Bank from stable to negative on account of...",2012-01-13,102.68367,-0.0689312783
"Manoj Murlidharan Vayalar, IIFL PReMIA is of the view that Power Finance Corporation can go upto Rs 202....",2012-11-01,99.725456,-0.0288090015
"According to IIFL, traders can buy Punjab National Bank (PNB) January future above Rs 863.5 for the target of Rs 903.5 with a stop-loss of Rs 843.5....#Banking and financials' stocks gained after the Banking Bill cleared by Lok Sabha yesterday. Experts believe the new Banking Amendment Bill would pave...",2012-10-01,110.346123,0.1064990568
"Sanjay Dutt, Director at Quantum Securities advises to accumulate Punjab National Bank on correction. PSU is the theme to play for 2014-15 and not jus...#According to Sudarshan Sukhani of s2analytics.com, one may buy Punjab National Bank (PNB) on dips....#Manas Jaiswal of manasjaiswal.com suggests buying Future Retail with a target of Rs 77 and Bank of India with a target of Rs 240....",2013-02-01,119.387947,0.081940568
"Gopi Suvanam, Founder of InvestWorks suggests going long in State Bank of India (SBI) and shorting Punjab National Bank (PNB)....",2013-01-01,118.406158,-0.0082235186
canara bank bob pnb looking good say sudarshan sukhani#c choksi come report new year pick reliance capital jsw energy bank india punjab national bank aditya birla#jitender kumar sbicap security bullish jindal steel power bank baroda punjab national bank#see upside punjab national bank pnb say siddharth bhamre angel broking#show super six market guru vishal malkan arunesh madan augment investment vishal kshatriya edelweiss p,2013-12-26,101.387444,-0.143731663
upside seen pnb bob canara bank sbi say sudarshan sukhani,2013-12-16,91.34404,-0.0990596429
fair trade regulator cci approved per cent stake purchase punjab national bank pnb metlife india insurance comp#punjab national bank appointed six chartered accountant firm statutory central auditor year,2013-11-12,81.623833,-0.1064131497
punjab national bank today said received regulatory approval acquiring percent stake metlife india insurance following th#punjab national bank received regulatory approval including ccl acquiring stake metlife india insurance closing#public sector lender punjab national bank pnb rose much percent intraday friday foreign research firm clsa upgraded,2013-02-12,114.193695,0.3990239223
finance ministry asked public sector bank review exposure operation like insurance venture conserve capital pro,2013-11-29,88.863487,-0.2218179209
punjab national bank pnb capability test r level next month say kunal bothra lkp,2013-11-21,83.62767,-0.0589197788
angel broking come quarterly earning estimate banking sector research firm continues prefer private bank given,2013-11-19,88.709969,0.0607729356
interview rajiv mehta iifl india said broking firm bullish indian banking sector particularly private bank,2013-11-14,84.169029,-0.0511886099
january punjab national bank acquired stake metlife india insurance ltd#punjab national bank pnb may slip r say anil manghnani modern share stock broker,2013-11-13,81.615753,-0.0303351011
punjab national bank informed regarding update issuance equity capital preferential basis government india egm march,2013-10-29,81.284477,-0.0040589713
public sector lender punjab national bank pnb set announce result third quarter financial year analyst average#punjab national bank attractive bet say sudarshan sukhani,2013-10-28,77.551537,-0.0459243897
pnb good investment bet say dilip bhat joint md prabhudas lilladher#interview vaibhav agrawal angel broking reviewed icici bank punjab national bank pnb union result#punjab national bank pnb announced result today beat street estimate interview nitin kumar quant broking#country second largest public sector lender punjab national bank pnb surprised street third quarter earnings,2013-10-25,80.258324,0.0349030736
see upside punjab national bank pnb say sudarshan sukhani,2013-10-24,79.935127,-0.0040269592
bank baroda pnb looking good amongst bank say pramod gubbi sale ambit capital#global insurance major metlife tie punjab national bank pnb seen precursor bigger plan company#bank net profit dropped nearly percent r crore quarter ending december dented,2013-10-18,76.840492,-0.0387143314
ananda bhoumik india rating say new debt restructuring norm announced rbi strengthen lending proces,2013-09-10,74.941704,-0.0247107736
number psu stock country three stock index sensex nifty sx far indicating growing clout priva,2013-09-23,78.189842,0.0433421957
bank finally put end lingering loan recast issue debt ridden kingfisher airline kfa decided recall loan comp,2013-09-20,83.312546,0.0655162342
lender wednesday took first step initiate legal process recovering loan nearly r crore kingfisher airline kfa#vivek gupta partner bmr advisor clearly considers entire situation messy according certainly hierarchy dema,2013-09-16,82.108635,-0.0144505367
ministry finance set fill vacancy top job nine individual lender interviewed executive dir,2013-04-09,91.499573,0.114372112
show super six market guru vishal malkan arunesh madan augment investment vikrant jadeja place bet,2013-08-21,77.454567,-0.1534980497
reserve bank india friday fueled enough optimism india inc mostly bruised economic blue apply new banking lic,2013-08-20,77.284897,-0.0021905745
l bhel ril sbi pnb top pick say ambareesh baliga market expert,2013-08-19,77.503052,0.0028227378
exchange informed pnb shareholder meeting held march unanimously passed special resolution issue,2013-07-08,100.232002,0.2932652252
two state owned lender punjab national bank pnb bank india boi today said received capital infusion r crore follo#punjab national bank informed bse receipt allotment money r government india march,2013-07-30,91.449074,-0.087625986
show super six market guru rajesh jain religare sec manas jaiswal shardul kulkarni angel broking place thei,2013-07-26,95.973854,0.0494786858
punjab national bank submitted bse copy minute extra ordinary general meeting egm shareholder bank held march,2013-07-25,101.104637,0.0534602164
renewed buying seen acc ambuja cement say sp tulsian,2013-07-22,104.288155,0.031487359
sudarshan sukhani advised switching central bank india state bank india bank baroda punjab national bank,2013-07-15,107.011093,0.0261097533
punjab national bank pnb top pick banking space say manoj murlidharan iifl,2013-11-07,88.160538,-0.1761551487
motilal oswal come quarterly earning estimate financial sector research firm expects reform monetary easing co,2013-03-07,107.546654,0.2198956182
towards end financial year seasoned bank chairman believed apply shrewd trick business turn help achieve rbi,2013-01-07,119.779335,0.113743018
dipen sheth research hdfc security see value punjab national bank pnb current level according stock ha,2013-06-28,105.176941,-0.1219107954
one see upside pnb say sudarshan sukhani,2013-06-24,104.821419,-0.0033802276
vk sharma hdfc security advised buying tata steel call pnb put pnb lost three percent whereas tata steel gained two percen,2013-06-20,111.188438,0.0607415837
second round cobrapost sting operation evoked immediate response across spectrum rajiv takru secretary department financial ser,2013-12-06,96.458656,-0.1324758425
aftermath cobrapost lender including pnb bob idbi bank tuesday suspended cumulatively five official allegedly invol#sudarshan sukhani feel punjab national bank pnb selling opportunity according rally would probably per,2013-05-06,98.033836,0.0163301052
sp tulsian said keeping negative view bank nifty somebody may look level next one week#despite punjab national pnb fourth quarter net profit declining nearly percent vaibhav agarwal angel broking find stock inte#register member share transfer book punjab national bank remain closed june june day inclusive fo#punjab national bank meeting held may recommended annual dividend r per equity share r fy#punjab national bank fourth quarter january march net profit declined nearly percent r crore higher provision,2013-05-30,105.874962,0.0799838741
sudarshan sukhani said would buyer psu bank generally bank still represent shorting opportunity#parag doctor head trading strategy keynote capital ltd expects rally continue towards r maybe even r level curren,2013-05-29,106.418922,0.0051377586
portfolio manager pn vijay disappointed way psu bank reported earnings punjab national bank pnb fourth quarter performance rai,2013-05-28,107.533409,0.0104726394
one prefer kotak mahindra bank punjab national bank pnb say sudarshan sukhani,2013-05-20,110.850296,0.0308451767
according sp tulsian view one book profit punjab national bank,2013-05-15,109.118866,-0.0156195343
universe company diversified nature bse index likely default debt obligation estimated around r lakh cro#consortium bank mostly lender face prospect losing r crore three foreign lender troubled,2013-05-14,101.602814,-0.0688794915
rbi increased provision new restructured standard loan percent effect june existing percent th,2013-09-05,71.52388,-0.2960443005
hdfc bank pnb may slip current level say sudarshan sukhani,2013-07-05,101.031914,0.4125619863
amit gupta derivative icici direct feel punjab national bank pnb may drift towards r level breached con,2013-06-05,101.470139,0.0043374908
annual general meeting agm punjab national bank held june,2013-04-05,95.493103,-0.0589043837
sudarshan sukhani recommends selling public sector undertaking psu bank like punjab national bank pnb bank baroda bob#state bank india sbi directed consumer forum pay r customer violating rbi norm refunding,2013-04-22,103.679176,0.0857242329
sp tulsian say banking stock like state bank india bank india punjab national bank look good,2013-04-18,101.695686,-0.0191310355
reserve bank india rbi monday issued master circular revising certain guideline related bank know customer kyc policy,2013-04-17,99.17485,-0.0247880328
concerned rising bad loan finance minister p chidambaram wednesday asked bank focus top defaulter take action,2013-04-16,98.239487,-0.0094314536
shardul kulkarni angel broking recommends selling punjab national bank pnb public sector undertaking psu banking stock clearly par,2013-03-04,103.718987,0.0557769606
reserve bank india rbi monday slapped penalty nearly r crore among bank violation know customer kyc anti money,2013-03-25,96.070244,-0.0737448679
kunal bothra lkp view one may see punjab national bank pnb around r next two three day,2013-03-22,96.488167,0.0043501815
motilal oswal expects punjab national bank report percent degrowth degrowth percent net profit#nirmal bang expects punjab national bank report percent growth growth percent net profit r,2013-03-19,102.153412,0.0587144017
according rakesh sethi term deposit bank also growing good percent whereas credit growth muted extent theref,2013-03-18,105.410591,0.0318851709
punjab national bank informed outcome annual general meeting agm held july,2013-06-03,100.747047,-0.0442417024
finance stability development council fsdc super regulator popularly known market parlance expressed concern,2013-04-03,96.428467,-0.042865574
rajesh jain religare security advice buying ranbaxy laboratory target r selling dlf target r,2013-02-25,112.077522,0.162286672
reserve bank india rbi wednesday authorized commercial bank accept payment income tax due mumbai state bank india,2013-02-20,114.923424,0.0253922638
rakesh gandhi frr share suggests selling punjab national bank target r buying tech mahindra target r,2013-02-18,112.800606,-0.0184715868
sudarshan sukhani recommends staying invested punjab national bank pnb,2013-02-13,112.833771,0.0002940144
sahil kapoor edelweiss advises shorting punjab national bank pnb around r target r may keep stoploss r,2013-12-02,89.833084,-0.2038457706
shardul kulkarni angel broking recommends selling punjab national bank october future stoploss r,2013-08-02,84.637665,-0.0578341383
manoj murlidharan vayalar iifl recommends buying punjab national bank pnb target r stoploss r,2013-07-02,105.887985,0.2510740342
brokerage recommend shorting lic housing finance selling punjab national bank,2013-04-02,98.61097,-0.0687237084
sudarshan sukhani advises selling hcl technology indian oil corporation ioc buying punjab national bank pnb,2013-01-02,120.137566,0.2182981873
sp tulsian negative banking stock expects profit booking bank baroda,2013-01-31,121.013222,0.0072887776
punjab national bank pnb approved issuance equity share face value r amount r crore price may b,2013-01-30,110.604836,-0.0860103204
mehraboon irani principal pvt client group business nirmal bang security recommends buying public sector undertaking psu bank de#vishal malkan malkansview advises holding punjab national bank pnb stock may go r next couple quarter add#kr kamath cmd punjab national bank expect loan recast pipeline taper going forward#reference earlier announcement dated october regarding issuance equity capital preferential basis government india,2013-01-17,118.15406,0.0682540138
shardul kulkarni angel broking view one may see percent downside public sector undertaking psu bank current level,2013-01-16,117.145729,-0.008534036
gross npa september quarter stood r crore percent higher compared r crore march quarter#gopi suvanam founder investworks prefers state bank india sbi punjab national bank pnb,2013-01-14,120.130913,0.0254826533
comply regulatory norm brokerage jaypee capital service ltd sold percent stake bourse ncdex th#trouble abg shipyard continue lender opposed country largest private shipbuilder propo,2013-10-01,74.642738,-0.3786550344
punjab national bank informed extra ordinary general meeting egm bank held december#ambareesh baliga edelweiss financial service recommends buying punjab national bank pnb bank baroda lower level,2013-07-01,108.069572,0.4478243282
hemant thukral aditya birla money view punjab national bank may touch r,2013-04-01,96.176384,-0.1100512177
nooresh merani analyse india advises buying nalco target price r chambal fertiliser target price r,2013-03-01,104.634445,0.0879432211
punjab national bank informed extraordinary general meeting egm bank held december clause,2013-02-01,119.387947,0.1410004325
manas jaiswal suggests buying future retail target r bank india target r,2013-01-01,118.406158,-0.0082235186
vikas khemani president wholesale capital market edelweiss capital advises buying punjab national bank uco bank percent co,2014-12-31,213.696198,0.8047726707
punjab national bank submitted copy minute general meeting egm bank held december,2014-12-22,217.84137,0.0193975
rakesh sethi ed punjab national bank say end second quarter said worst bank expectation hav#review december quarter result reveal bad loan psu bank seem stabilised latha venkatesh report detail npa#heavy day financial earnings today couple bank came showed interesting set number#shubham agarwal head technical research motilal oswal security advises selling punjab national bank pnb pullback around r#net profit fell r crore r crore account higher provision tax expense lower income#punjab national bank informed bank fixed february record date ascertain entitlement shareholder receive#according shardul kulkarni angel broking punjab national bank may test r lower side#sp tulsian feel punjab national bank may slip r#punjab national bank radar part bank nifty well nifty coming number today e,2014-12-16,209.08284,-0.0402059994
shubham agarwal motilal oswal security recommends selling punjab national bank target r,2014-05-12,162.910416,-0.2208331588
gopi suvanam founder investworks view one may avoid banking space,2014-11-28,209.170639,0.2839611127
punjab national bank raised r crore capital tier ii basel iii compliant bond,2014-11-26,189.08844,-0.0960086898
hemen kapadia kr choksey security suggests buying jubilant foodworks target r punjab national bank pnb target r,2014-11-24,192.404602,0.0175376242
regulatory approval punjab national bank sold entire stake credit information bureau india cibil transunion international,2014-11-21,190.639236,-0.0091752795
deven choksey md kr choksey share security prefers bank baroda state bank india punjab national bank psu banking space,2014-11-19,187.859528,-0.0145809858
gopi suvanam founder investworks view punjab national bank good bet within banking space,2014-07-11,170.586319,-0.0919474736
punjab national bank informed term department financial service ministry finance govt india letter dated march,2014-04-11,152.045181,-0.1086906506
next year government give capital may think right issue looking big capital next fiscal pnb chairman managing dir,2014-10-31,181.578354,0.1942394544
consortium bank led state bank india outstanding debt r crore vijay mallya kingfisher ai#according gautam chhaochharia head india research ubs security one may prefer punjab national bank#pritesh mehta senior technical analyst iifl advice buying jindal saw target r cesc target r,2014-10-30,178.642609,-0.0161679238
bhavin desai motilal oswal security recommends buying pnb call advises selling call,2014-10-29,176.496872,-0.0120113394
punjab national bank raised r crore capital basel iii compliant bond,2014-10-21,181.890472,0.0305591818
punjab national bank informed regulatory approval bank sold entire percent stake india factoring financial solution,2014-10-20,186.377014,0.0246661738
punjab national bank raised r crore capital basel iii compliant bond april#ambareesh baliga edelweiss financial service prefers state bank india punjab national bank pnb bank baroda,2014-10-16,178.866928,-0.04029513
abhijit paul alphative advisor view one may book profit punjab national bank around r,2014-10-13,179.520401,0.0036534032
krish subramanium asit c mehta investment intermediate view one may book profit punjab natiobal bank,2014-09-26,174.575455,-0.027545315
punjab national bank pnb opened new branch across country mark foundation day bank started operation,2014-09-25,169.728027,-0.0277669504
sudarshan sukhani recommends buying hero motocorp punjab national bank maruti suzuki,2014-09-24,180.846863,0.0655097228
sudarshan sukhani recommends buying punjab national bank one better bank within psu banking space advises,2014-09-22,192.980042,0.0670909011
kunal bothra lkp security suggests buying dewan housing finance corporation target r zee entertainment enterprise,2014-09-16,188.064362,-0.0254724787
nitin kumar banking financial analyst quant capital upbeat psu bank like boi bob pnb,2014-09-15,194.998978,0.0368736316
amit trivedi recommends buying punjab national bank advises selling bank baroda,2014-09-09,185.567474,-0.0483669407
sudarshan sukhani recommends buying pnb stock may outperform#vishal kshatriya edelweiss suggets buying axis bank target r bank baroda target r,2014-04-09,152.630386,-0.177493864
sp tulsian advises exiting punjab national bank around r#vaibhav agarwal belief recent outperformance pnb nothing expectation result basic theme right elec#provisioning bad loan rose per cent r crore quarter r crore period year ago,2014-01-09,97.791847,-0.3592897878
normally consortium lending individual bank take decision later endorsed group lender well case,2014-08-22,192.033966,0.9637011867
krchoksey bullish punjab national bank pnb recommended accumulate rating stock target r may re,2014-08-19,182.875565,-0.0476915683
psus expected see higher operating leverage faster improvement roe going ahead say macquarie#pritesh mehta iifl recommends buying cummins india target r arvind target r,2014-08-14,177.579483,-0.0289600308
